"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"607",100795681,"LOC100795681","GLYMA_20G125500","uncharacterized LOC100795681",115952,"MSTRG.39112","t40","up",NA,NA
"608",100795719,"LOC100795719","GLYMA_06G024000","protein PSK SIMULATOR 2",29269,"MSTRG.9946","t40","up",NA,NA
"609",100795828,"LOC100795828","GLYMA_10G045200","zinc finger protein ZAT11",56030,"MSTRG.19107","t40","up",NA,NA
"610",100795896,"LOC100795896","GLYMA_13G204400","transcription factor bHLH130",77107,"MSTRG.26093","t40","up","transcription factor bHLH130","GO:0005634,GO:0000981,GO:0046983,GO:0000978,GO:0006357"
"611",100795913,"LOC100795913","GLYMA_14G212200","U-box domain-containing protein 20",85408,"MSTRG.28903","t40","up",NA,NA
"612",100795948,"LOC100795948","GLYMA_17G058100","uncharacterized LOC100795948",97341,"MSTRG.32969","t40","up",NA,NA
"613",100795950,"LOC100795950","GLYMA_09G266000","subtilisin-like protease SBT4.14",54582,"MSTRG.18573","t40","up",NA,NA
"614",100796453,"LOC100796453","GLYMA_15G109500","probable F-box protein At4g22030",88072,"MSTRG.29887","t40","up",NA,NA
"615",100796496,"LOC100796496","GLYMA_02G306200","scarecrow-like transcription factor PAT1",11738,"MSTRG.4049","t40","up",NA,NA
"616",100796623,"ANN11","GLYMA_15G238400","annexin D4-like",90779,"MSTRG.30685","t40","up",NA,NA
"617",100797018,"LOC100797018","GLYMA_02G148200","probable aspartic proteinase GIP2",8508,"MSTRG.2953","t40","up",NA,NA
"618",100797211,"LOC100797211","GLYMA_10G204100","lysine histidine transporter-like 6",59580,"MSTRG.20152","t40","up","lysine histidine transporter-like 6","GO:0016021,GO:0005886,GO:0015293,GO:0006865,GO:0009734"
"619",100797371,"LOC100797371","GLYMA_09G048900","isoflavone 2'-hydroxylase",50345,"MSTRG.17176","t40","up",NA,NA
"620",100797561,"LOC100797561","GLYMA_02G024200","uncharacterized LOC100797561",5849,"MSTRG.2030","t40","up",NA,NA
"621",100797583,"LOC100797583","GLYMA_18G210500","alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial",105949,"MSTRG.35772","t40","up",NA,NA
"622",100797784,"LOC100797784","GLYMA_19G255300","cyclic nucleotide-gated ion channel 1",113082,"MSTRG.38259","t40","up",NA,NA
"623",100798009,"LOC100798009","GLYMA_13G272100","sodium/calcium exchanger NCL2",78524,"MSTRG.26630","t40","up",NA,NA
"624",100798011,"LOC100798011","GLYMA_05G110600","transcription factor bHLH18",25804,"MSTRG.8656","t40","up",NA,NA
"625",100798343,"LOC100798343","GLYMA_20G092900","putative nuclear envelope-associated protein",115226,"MSTRG.38838","t40","up","putative nuclear envelope-associated protein",NA
"626",100798520,"LOC100798520","GLYMA_12G030700","chaperone protein dnaJ 11-like protein",68128,"MSTRG.23231","t40","up",NA,NA
"627",100798636,"LOC100798636","GLYMA_18G287700","heat shock cognate 70 kDa protein 2",107422,"MSTRG.36332","t40","up",NA,NA
"628",100798683,"LOC100798683","GLYMA_12G218100","exosome complex exonuclease RRP44 homolog A",72001,"MSTRG.24443","t40","up",NA,NA
"629",100798963,"LOC100798963","GLYMA_01G007500","receptor-like protein kinase HSL1",377,"MSTRG.163","t40","up",NA,NA
"630",100799023,"LOC100799023","GLYMA_11G159021v4","UPF0496 protein 4",64746,"MSTRG.22158","t40","up",NA,NA
"631",100799162,"LOC100799162","GLYMA_18G211000","cationic peroxidase 1",105953,"MSTRG.35775","t40","up",NA,NA
"632",100799350,"LOC100799350","GLYMA_03G005000","ELMO domain-containing protein A",11957,"MSTRG.4135","t40","up",NA,NA
"633",100799496,"LOC100799496","GLYMA_09G004800","probable F-box protein At4g22030",49448,"MSTRG.16833","t40","up",NA,NA
"634",100799729,"LOC100799729","GLYMA_04G186300","short-chain dehydrogenase TIC 32, chloroplastic",21403,"MSTRG.7225","t40","up",NA,NA
"635",100799752,"LOC100799752","GLYMA_05G094400","mitogen-activated protein kinase kinase kinase 20",25417,"MSTRG.8560","t40","up","mitogen-activated protein kinase kinase kinase 20","GO:0005524,GO:0004674"
"636",100799780,"LOC100799780","GLYMA_13G053800","receptor-like protein kinase FERONIA",73834,"MSTRG.24902","t40","up",NA,NA
"637",100799835,"LOC100799835","GLYMA_17G244200","patatin-like protein 2",101352,"MSTRG.34320","t40","up",NA,NA
"638",100800042,"LOC100800042","GLYMA_10G119300","cucumisin",57696,"MSTRG.19534","t40","up",NA,NA
"639",100800078,"LOC100800078","GLYMA_11G230300","putative serine/threonine-protein kinase-like protein CCR3",66742,"MSTRG.22753","t40","up",NA,NA
"640",100800451,"LOC100800451","GLYMA_20G144600","linoleate 9S-lipoxygenase 5",116364,"MSTRG.39261","t40","up",NA,NA
"641",100800966,"LOC100800966","GLYMA_11G214500","U-box domain-containing protein",66406,"MSTRG.22622","t40","up",NA,NA
"642",100801021,"LOC100801021","GLYMA_06G087700","protein SAWADEE HOMEODOMAIN HOMOLOG 2",30608,"MSTRG.10446","t40","up",NA,NA
"643",100801122,"LOC100801122","GLYMA_03G114700","UPF0481 protein At3g47200",14239,"MSTRG.4773","t40","up",NA,NA
"644",100801328,"LOC100801328","GLYMA_04G096300","GATA transcription factor 24",19471,"MSTRG.6745","t40","up",NA,NA
"645",100801372,"LOC100801372","GLYMA_13G364700","probable polygalacturonase At3g15720",80532,"MSTRG.27362","t40","up",NA,NA
"646",100801386,"LOC100801386","GLYMA_13G355000","ABC transporter G family member 36",80350,"MSTRG.27289","t40","up","ABC transporter G family member 36","GO:0016021,GO:0005886,GO:0140359,GO:0005524"
"647",100801736,"LOC100801736","GLYMA_06G238400","protein RICE SALT SENSITIVE 3",33953,"MSTRG.11578","t40","up",NA,NA
"648",100801760,"LOC100801760","GLYMA_07G036700","protein BIG GRAIN 1-like B",36456,"MSTRG.12361","t40","up",NA,NA
"649",100802020,"LOC100802020","GLYMA_18G294300","putative glutamine amidotransferase GAT1_2.1",107553,"MSTRG.36377","t40","up",NA,NA
"650",100802508,"LOC100802508","GLYMA_09G072000","ethylene-responsive transcription factor ERF017",50833,"MSTRG.17343","t40","up",NA,NA
"651",100802708,"LOC100802708","","protein ALP1-like",50701,"MSTRG.17303","t40","up",NA,NA
"652",100802991,"LOC100802991","GLYMA_07G270300","uncharacterized LOC100802991",41386,"MSTRG.14018","t40","up",NA,NA
"653",100803092,"LOC100803092","GLYMA_19G020700","aldose 1-epimerase-like",108192,"MSTRG.36591","t40","up",NA,NA
"654",100803784,"LOC100803784","GLYMA_18G021700","protein NRT1/ PTR FAMILY 5.1",102203,"MSTRG.34646","t40","up",NA,NA
"655",100803799,"LOC100803799","GLYMA_03G025200","ruBisCO-associated protein",12332,"MSTRG.4266","t40","up",NA,NA
"656",100803806,"LOC100803806","GLYMA_11G137100","pumilio homolog 2",64421,"MSTRG.22036","t40","up",NA,NA
"657",100804277,"LOC100804277","","protein ALP1-like",97220,"MSTRG.32927","t40","up",NA,NA
"658",100804630,"LOC100804630","GLYMA_17G141000","uncharacterized LOC100804630",99067,"MSTRG.33642","t40","up",NA,NA
"659",100804712,"LOC100804712","GLYMA_12G100400","vascular-related unknown protein 1",69517,"MSTRG.23723","t40","up",NA,NA
"660",100805036,"LOC100805036","GLYMA_03G054100v4","disease resistance protein RPV1-like",12929,"MSTRG.4434","t40","up",NA,NA
"661",100805188,"LOC100805188","GLYMA_18G172600","protein SULFUR DEFICIENCY-INDUCED 1",105195,"MSTRG.35559","t40","up","protein SULFUR DEFICIENCY-INDUCED 1",NA
"662",100805331,"LOC100805331","GLYMA_08G100400","phospholipase A1-Igamma1, chloroplastic",43586,"MSTRG.14861","t40","up",NA,NA
"663",100805529,"LOC100805529","GLYMA_09G210600","disease resistance protein RPM1",53470,"MSTRG.18155","t40","up",NA,NA
"664",100805697,"LOC100805697","GLYMA_09G073200","respiratory burst oxidase homolog protein E",50852,"MSTRG.17351","t40","up",NA,NA
"665",100805807,"LOC100805807","GLYMA_06G106700","uncharacterized LOC100805807",31046,"MSTRG.10612","t40","up",NA,NA
"666",100805858,"LOC100805858","GLYMA_16G130900","probable serine protease EDA2-like",94354,"MSTRG.31829","t40","up",NA,NA
"667",100806077,"LOC100806077","GLYMA_02G059700","lysM domain receptor-like kinase 4",6610,"MSTRG.2306","t40","up",NA,NA
"668",100806204,"LOC100806204","GLYMA_15G052000","high affinity sulfate transporter 2",86932,"MSTRG.29454","t40","up",NA,NA
"669",100806458,"LOC100806458","GLYMA_03G120000","alpha-L-arabinofuranosidase 1",14337,"MSTRG.4803","t40","up",NA,NA
"670",100806530,"LOC100806530","GLYMA_06G310100","probable carboxylesterase 15",35217,"MSTRG.11946","t40","up",NA,NA
"671",100806595,"LOC100806595","GLYMA_02G151700","peroxidase 3",8570,"MSTRG.2979","t40","up",NA,NA
"672",100806690,"LOC100806690","GLYMA_06G072500","coiled-coil domain-containing protein 93",30266,"MSTRG.10324","t40","up","coiled-coil domain-containing protein 93",NA
"673",100806797,"LOC100806797","GLYMA_03G1577002","calcium-transporting ATPase 12, plasma membrane-type",15125,"MSTRG.5075","t40","up",NA,NA
"674",100806805,"LOC100806805","GLYMA_03G016300","BON1-associated protein 2",12161,"MSTRG.4205","t40","up",NA,NA
"675",100807221,"LOC100807221","GLYMA_13G208000","probable aspartic proteinase GIP2",77174,"MSTRG.26121","t40","up",NA,NA
"676",100807334,"LOC100807334","GLYMA_03G016400","uncharacterized LOC100807334",12162,"MSTRG.4206","t40","up",NA,NA
"677",100807819,"LOC100807819","GLYMA_09G049200","isoflavone 2'-hydroxylase",50350,"MSTRG.17179","t40","up",NA,NA
"678",100807943,"LOC100807943","GLYMA_06G294100","protein ACCELERATED CELL DEATH 6",34925,"MSTRG.11836","t40","up",NA,NA
"679",100808550,"LOC100808550","GLYMA_17G011700","probable F-box protein At4g22030",96361,"MSTRG.32548","t40","up",NA,NA
"680",100808584,"LOC100808584","GLYMA_18G266900","probable endo-1,3(4)-beta-glucanase ARB_01444",106996,"MSTRG.36166","t40","up",NA,NA
"681",100808692,"LOC100808692","GLYMA_08G169451v4","transcription factor JUNGBRUNNEN 1",45080,"MSTRG.15418","t40","up",NA,NA
"682",100809088,"LOC100809088","","probable F-box protein At4g22030",96362,"MSTRG.32549","t40","up",NA,NA
"683",100809369,"LOC100809369","GLYMA_06G026100","uncharacterized LOC100809369",29314,"MSTRG.9966","t40","up",NA,NA
"684",100809413,"LOC100809413","GLYMA_16G085900","disease resistance protein RPV1",93315,"MSTRG.31595","t40","up",NA,NA
"685",100809509,"LOC100809509","GLYMA_19G081200","MDIS1-interacting receptor like kinase 2",109460,"MSTRG.36901","t40","up",NA,NA
"686",100809588,"LOC100809588","GLYMA_15G072200","putative serine/threonine-protein kinase",87352,"MSTRG.29619","t40","up",NA,NA
"687",100809839,"LOC100809839","GLYMA_19G199300","E3 ubiquitin-protein ligase PUB22",111939,"MSTRG.37793","t40","up",NA,NA
"688",100809924,"LOC100809924","GLYMA_15G078600","glutaredoxin-C9",87498,"MSTRG.29673","t40","up",NA,NA
"689",100810158,"LOC100810158","GLYMA_01G012800","uncharacterized LOC100810158",482,"MSTRG.213","t40","up",NA,NA
"690",100810503,"LOC100810503","GLYMA_17G180500","L-ascorbate oxidase homolog",99937,"MSTRG.33935","t40","up",NA,NA
"691",100810579,"LOC100810579","GLYMA_12G075200","exocyst complex component EXO70H1",69025,"MSTRG.23547","t40","up",NA,NA
"692",100810725,"LOC100810725","GLYMA_18G249100","PRA1 family protein F2-like",106679,"MSTRG.36052","t40","up",NA,NA
"693",100810910,"LOC100810910","GLYMA_04G100300","protein PHOSPHATE-INDUCED 1",19567,"MSTRG.6772","t40","up",NA,NA
"694",100811355,"LOC100811355","GLYMA_08G301600","uncharacterized LOC100811355",47939,"MSTRG.16318","t40","up",NA,NA
"695",100811437,"LOC100811437","GLYMA_04G053300","aminopeptidase M1",18500,"MSTRG.6394","t40","up","aminopeptidase M1","GO:0043231,GO:0016020,GO:0004177,GO:0008237,GO:0008270,GO:0005737,GO:0070006,GO:0042277,GO:0043171,GO:0006508"
"696",100811511,"LOC100811511","GLYMA_14G190700","calmodulin-binding receptor-like cytoplasmic kinase 2",84973,"MSTRG.28746","t40","up",NA,NA
"697",100811587,"LOC100811587","GLYMA_02G086100","RNA-dependent RNA polymerase 1",7129,"MSTRG.2495","t40","up",NA,NA
"698",100811876,"LOC100811876","GLYMA_15G219400","nuclear-pore anchor",90331,"MSTRG.30571","t40","up",NA,NA
"699",100811928,"LOC100811928","GLYMA_02G026700","paired amphipathic helix protein Sin3-like 4",5895,"MSTRG.2051","t40","up",NA,NA
"700",100811928,"LOC100811928","GLYMA_02G026700","paired amphipathic helix protein Sin3-like 4",5896,"MSTRG.2051","t40","up",NA,NA
"701",100811969,"LOC100811969","GLYMA_19G200200","E3 ubiquitin-protein ligase PUB22",111956,"MSTRG.37800","t40","up",NA,NA
"702",100811980,"LOC100811980","GLYMA_04G190400","leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1",21512,"MSTRG.7261","t40","up",NA,NA
"703",100812261,"LOC100812261","GLYMA_16G111700","glutamate receptor 3.6",93940,"MSTRG.31731","t40","up","glutamate receptor 3.6","GO:0016021,GO:0005886,GO:0015276,GO:0038023"
"704",100812510,"LOC100812510","GLYMA_11G001200","leucine-rich repeat protein 2",61629,"MSTRG.20935","t40","up",NA,NA
"705",100812586,"LOC100812586","GLYMA_13G067900","probable galacturonosyltransferase-like 10",74100,"MSTRG.25013","t40","up",NA,NA
"706",100813304,"LOC100813304","GLYMA_13G102200","probable serine/threonine-protein kinase PIX13",74835,"MSTRG.25268","t40","up",NA,NA
"707",100813434,"LOC100813434","GLYMA_20G089100","putative expansin-A17",115139,"MSTRG.38804","t40","up",NA,NA
"708",100813457,"LOC100813457","GLYMA_05G185500","neutral/alkaline invertase 3, chloroplastic",27318,"MSTRG.9235","t40","up",NA,NA
"709",100813636,"LOC100813636","GLYMA_05G168400","ferredoxin-A",26998,"MSTRG.9103","t40","up","ferredoxin-A","GO:0009507,GO:0051537,GO:0009055,GO:0046872"
"710",100813697,"LOC100799113","","uncharacterized LOC100813697",93019,"MSTRG.31501","t40","up",NA,NA
"711",100813697,"LOC100799113","","uncharacterized LOC100813697",93020,"MSTRG.31501","t40","up",NA,NA
"712",100814085,"LOC100814085","GLYMA_17G242000","serine/threonine-protein kinase tricornered",101311,"MSTRG.34305","t40","up",NA,NA
"713",100814180,"LOC100814180","GLYMA_13G302601v4","coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like",79133,"MSTRG.26869","t40","up",NA,NA
"714",100814612,"LOC100814612","GLYMA_17G257200","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like",101618,"MSTRG.34426","t40","up",NA,NA
"715",100814739,"LOC100814739","GLYMA_14G031300","BTB/POZ domain and ankyrin repeat-containing protein NPR1",81352,"MSTRG.27681","t40","up",NA,NA
"716",100815336,"LOC100815336","GLYMA_02G268200","1-aminocyclopropane-1-carboxylate oxidase-like",11013,"MSTRG.3754","t40","up",NA,NA
"717",100815486,"LOC100815486","GLYMA_16G033900","TMV resistance protein N",92260,"MSTRG.31211","t40","up",NA,NA
"718",100815756,"LOC100815756","GLYMA_05G169100","11S globulin seed storage protein 1",27012,"MSTRG.9108","t40","up","11S globulin seed storage protein 1","GO:0005783,GO:0000326,GO:0045735"
"719",100815760,"LOC100815760","GLYMA_05G215900","probable WRKY transcription factor 41",28023,"MSTRG.9470","t40","up",NA,NA
"720",100815815,"LOC100815815","GLYMA_08G086100","protein CHROMATIN REMODELING 4",43295,"MSTRG.14749","t40","up",NA,NA
"721",100816220,"LOC100816220","GLYMA_10G240200","transcription factor TCP19",60370,"MSTRG.20435","t40","up",NA,NA
"722",100816285,"LOC100816285","GLYMA_05G237100","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5",28521,"MSTRG.9657","t40","up",NA,NA
"723",100817267,"LOC100817267","GLYMA_09G246600","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380",54215,"MSTRG.18423","t40","up","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380","GO:0016021,GO:0005524,GO:0004672"
"724",100817285,"LOC100817285","GLYMA_02G063900","MLO-like protein 12",6717,"MSTRG.2333","t40","up",NA,NA
"725",100817389,"LOC100816849","","cellulose synthase-like protein E2-like",80988,"MSTRG.27547","t40","up",NA,NA
"726",100817623,"LOC100817623","GLYMA_09G172100","U-box domain-containing protein 21",52710,"MSTRG.17849","t40","up",NA,NA
"727",100817780,"LOC100817780","GLYMA_01G002100","auxin response factor 19",254,"MSTRG.113","t40","up",NA,NA
"728",100818203,"LOC100818203","GLYMA_18G110200","aspartyl protease family protein 2",103882,"MSTRG.35247","t40","up",NA,NA
"729",100818282,"FWL2","GmFWL2","protein FW2.2-like 2",40154,"MSTRG.13562","t40","up",NA,NA
"730",100818475,"LOC100818475","GLYMA_15G266400","LRR receptor-like serine/threonine-protein kinase IOS1",91334,"MSTRG.30840","t40","up",NA,NA
"731",100818724,"LOC100818724","GLYMA_10G176500","isoflavone-7-O-methyltransferase 9",59018,"MSTRG.19939","t40","up",NA,NA
"732",100818944,"LOC100818944","GLYMA_20G133100","BTB/POZ domain-containing protein NPY2",116110,"MSTRG.39176","t40","up","BTB/POZ domain-containing protein NPY2","GO:0009958,GO:0016567"
"733",100819184,"LOC100819184","GLYMA_14G048900","1-aminocyclopropane-1-carboxylate oxidase-like",81674,"MSTRG.27815","t40","up",NA,NA
"734",100819209,"LOC100819209","GLYMA_08G062700","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380",42840,"MSTRG.14584","t40","up",NA,NA
"735",100819225,"LOC100819225","GLYMA_09G134900","silicon efflux transporter LSI3",52023,"MSTRG.17656","t40","up",NA,NA
"736",100819364,"LOC100819364","GLYMA_07G045600","1-phosphatidylinositol-3-phosphate 5-kinase FAB1B",36619,"MSTRG.12433","t40","up",NA,NA
"737",100819379,"LOC100819379","GLYMA_16G012500","GDSL esterase/lipase 5",91831,"MSTRG.31030","t40","up",NA,NA
"738",100819543,"LOC100819543","GLYMA_15G099700","LEC14B homolog",87903,"MSTRG.29808","t40","up",NA,NA
"739",100819812,"LOC100819812","","uncharacterized LOC100819812",63046,"MSTRG.21467","t40","up",NA,NA
"740",100819866,"LOC100819866","GLYMA_13G037000","uncharacterized LOC100819866",73426,"MSTRG.24784","t40","up",NA,NA
"741",100820209,"LOC100820209","GLYMA_05G123000","probable WRKY transcription factor 9",26048,"MSTRG.8732","t40","up",NA,NA
"742",100820356,"LOC100820356","GLYMA_11G244000","E3 ubiquitin-protein ligase RGLG5",67062,"MSTRG.22874","t40","up",NA,NA
"743",100820369,"LOC100820369","GLYMA_04G225500","protein RESPONSE TO LOW SULFUR 3",22314,"MSTRG.7530","t40","up","protein RESPONSE TO LOW SULFUR 3","GO:0098869"
"744",100820497,"LOC100820497","GLYMA_18G201850v4","probable 2-oxoglutarate-dependent dioxygenase At5g05600",105761,"MSTRG.35716","t40","up",NA,NA
"745",102659758,"LOC102659758","GLYMA_06G046800","uncharacterized LOC102659758",29714,"MSTRG.10117","t40","up",NA,NA
"746",102659833,"LOC102659833","GLYMA_15G257600","1-aminocyclopropane-1-carboxylate oxidase homolog 1",91201,"MSTRG.30787","t40","up",NA,NA
"747",102660238,"LOC102660238","GLYMA_17G155300","uncharacterized LOC102660238",99353,"MSTRG.33763","t40","up",NA,NA
"748",102660244,"LOC102660244","GLYMA_06G294400","protein ACCELERATED CELL DEATH 6",34931,"MSTRG.11837","t40","up",NA,NA
"749",102660301,"LOC102660301","GLYMA_02G252500","uncharacterized LOC102660301",10717,"MSTRG.3642","t40","up",NA,NA
"750",102660467,"LOC102660467","GLYMA_14G118500","uncharacterized LOC102660467",84202,"MSTRG.28530","t40","up",NA,NA
"751",102660925,"LOC102660925","GLYMA_13G005100","VQ motif-containing protein 22",72767,"MSTRG.24667","t40","up",NA,NA
"752",102661371,"LOC102661371","GLYMA_18G209900v4","protein LURP-one-related 15-like",105931,"MSTRG.35769","t40","up","protein LURP-one-related 15-like",NA
"753",102662076,"LOC102662076","GLYMA_03G032300","putative cysteine-rich receptor-like protein kinase 35",12517,"MSTRG.4308","t40","up",NA,NA
"754",102662104,"LOC102662104","GLYMA_13G033200","rust resistance kinase Lr10",73305,"MSTRG.24754","t40","up",NA,NA
"755",102664858,"LOC102664858","GLYMA_18G056400","senescence associated gene 20",102902,"MSTRG.34907","t40","up","senescence associated gene 20",NA
"756",102665310,"LOC102665310","GLYMA_02G083500v4","extensin-like",7086,"MSTRG.2473","t40","up",NA,NA
"757",102665380,"LOC100802692","","probable serine/threonine-protein kinase At1g18390",52914,"MSTRG.17931","t40","up",NA,NA
"758",102665971,"LOC102665971","GLYMA_01G011800","uncharacterized LOC102665971",446,"MSTRG.205","t40","up",NA,NA
"759",102666115,"LOC102666115","GLYMA_20G064500","VQ motif-containing protein 22",114620,"MSTRG.38672","t40","up",NA,NA
"760",102666149,"LOC102666149","GLYMA_02G043500","F-box protein At2g26160",6294,"MSTRG.2188","t40","up",NA,NA
"761",102667089,"LOC102667089","","uncharacterized LOC102667089",103138,"MSTRG.34993","t40","up",NA,NA
"762",102667104,"LOC102667104","GLYMA_08G018300","probable WRKY transcription factor 29",41906,"MSTRG.14211","t40","up",NA,NA
"763",102667868,"LOC102667868","GLYMA_08G351800","1-aminocyclopropane-1-carboxylate oxidase homolog 12",48981,"MSTRG.16677","t40","up",NA,NA
"764",102668575,"LOC102668575","","uncharacterized LOC102668575",47061,"MSTRG.16096","t40","up",NA,NA
"765",102669056,"LOC102669056","GLYMA_01G145200","uncharacterized LOC102669056",3258,"MSTRG.1003","t40","up",NA,NA
"766",102669093,"LOC102669093","GLYMA_06G200600","exocyst complex component EXO70B1",33121,"MSTRG.11372","t40","up",NA,NA
"767",102669340,"LOC100792603","","toll/interleukin-1 receptor-like protein",52496,"MSTRG.17791","t40","up",NA,NA
"768",102669549,"LOC102669549","GLYMA_02G298100","heavy metal-associated isoprenylated plant protein 47",11582,"MSTRG.3991","t40","up",NA,NA
"769",102670105,"LOC102670105","GLYMA_05G215700","uncharacterized LOC102670105",28019,"MSTRG.9468","t40","up",NA,NA
"770",106794104,"LOC106794104","GLYMA_09G281800","isoliquiritigenin 2'-O-methyltransferase",54948,"MSTRG.18700","t40","up",NA,NA
"771",106794901,"LOC106794901","GLYMA_10G115200","cytochrome P450 71D8-like",57616,"MSTRG.19509","t40","up",NA,NA
"772",106797139,"LOC106797139","GLYMA_18G270700","receptor-like protein kinase FERONIA",107070,"MSTRG.36197","t40","up",NA,NA
"773",111240476,"LOC111240476","GLYMA_04G136200","putative calcium-binding protein",20296,"MSTRG.6949","t40","up",NA,NA
"774",112997608,"LOC112997608","","cysteine-rich receptor-like protein kinase 2",102710,"MSTRG.34841","t40","up",NA,NA
"775",112998383,"LOC112998383","","putative calcium-binding protein CML19",65535,"MSTRG.22415","t40","up",NA,NA
"776",112999065,"LOC112999065","","18S ribosomal RNA",119229,"MSTRG.40363","t40","up",NA,NA
"777",112999210,"LOC112999106","","28S ribosomal RNA",119094,"MSTRG.40278","t40","up",NA,NA
"778",112999626,"LOC112999626","GLYMA_15G249800","VQ motif-containing protein 1",91040,"MSTRG.30735","t40","up","VQ motif-containing protein 1",NA
"779",112999843,"LOC112999843","","small nucleolar RNA snoR145",92190,"MSTRG.31181","t40","up","small nucleolar RNA snoR145",NA
"780",113000773,"LOC113000773","","putative receptor-like protein kinase At4g00960",116244,"MSTRG.39215","t40","up",NA,NA
"781",113001461,"LOC113001461","GLYMA_04G228900","uncharacterized LOC113001461",22371,"MSTRG.7559","t40","up",NA,NA
"782",113664110,"IDL2A","GLYMA_01G090400v4, GmIDL2A","IDA-like protein",2110,"MSTRG.708","t40","up",NA,NA
"783",121173010,"LOC121173010","GLYMA_11G178501v4","uncharacterized LOC121173010",65910,"MSTRG.22502","t40","up",NA,NA
"784",NA,".",NA,NA,107723,"MSTRG.36432","t40","up",NA,NA
"785",NA,".",NA,NA,58219,"MSTRG.19664","t40","up",NA,NA
"786",NA,".",NA,NA,80743,"MSTRG.27449","t40","up",NA,NA
"787",NA,".",NA,NA,54076,"MSTRG.18374","t40","up",NA,NA
"788",NA,".",NA,NA,94812,"MSTRG.31989","t40","up",NA,NA
"789",NA,".",NA,NA,68389,"MSTRG.23331","t40","up",NA,NA
"790",NA,".",NA,NA,74485,"MSTRG.25145","t40","up",NA,NA
"791",NA,".",NA,NA,26621,"MSTRG.8951","t40","up",NA,NA
"792",NA,".",NA,NA,68392,"MSTRG.23331","t40","up",NA,NA
"793",NA,".",NA,NA,26568,"MSTRG.8931","t40","up",NA,NA
"794",NA,".",NA,NA,93157,"MSTRG.31558","t40","up",NA,NA
"795",NA,".",NA,NA,107555,"MSTRG.36377","t40","up",NA,NA
"796",NA,".",NA,NA,118756,"MSTRG.40109","t40","up",NA,NA
"797",NA,".",NA,NA,16498,"MSTRG.5619","t40","up",NA,NA
"798",NA,".",NA,NA,98092,"MSTRG.33250","t40","up",NA,NA
"799",NA,".",NA,NA,49758,"MSTRG.16947","t40","up",NA,NA
"800",NA,".",NA,NA,78272,"MSTRG.26528","t40","up",NA,NA
"801",NA,".",NA,NA,68724,"MSTRG.23448","t40","up",NA,NA
"802",NA,".",NA,NA,86095,"MSTRG.29161","t40","up",NA,NA
"803",NA,".",NA,NA,95268,"MSTRG.32158","t40","up",NA,NA
"804",NA,".",NA,NA,98466,"MSTRG.33389","t40","up",NA,NA
"805",NA,".",NA,NA,78199,"MSTRG.26504","t40","up",NA,NA
"806",NA,".",NA,NA,117261,"MSTRG.39593","t40","up",NA,NA
"807",NA,".",NA,NA,116876,"MSTRG.39453","t40","up",NA,NA
"808",NA,".",NA,NA,10129,"MSTRG.3407","t40","up",NA,NA
"809",NA,".",NA,NA,73237,"MSTRG.24742","t40","up",NA,NA
"810",NA,".",NA,NA,106233,"MSTRG.35877","t40","up",NA,NA
"811",NA,".",NA,NA,75209,"MSTRG.25392","t40","up",NA,NA
"812",NA,".",NA,NA,16876,"MSTRG.5759","t40","up",NA,NA
"813",NA,".",NA,NA,48361,"MSTRG.16461","t40","up",NA,NA
"814",NA,".",NA,NA,4702,"MSTRG.1576","t40","up",NA,NA
"815",NA,".",NA,NA,83742,"MSTRG.28421","t40","up",NA,NA
"816",NA,".",NA,NA,102034,"MSTRG.34572","t40","up",NA,NA
"817",NA,".",NA,NA,36565,"MSTRG.12414","t40","up",NA,NA
"818",NA,".",NA,NA,43802,"MSTRG.14947","t40","up",NA,NA
"819",NA,".",NA,NA,11320,"MSTRG.3888","t40","up",NA,NA
"820",NA,".",NA,NA,68649,"MSTRG.23420","t40","up",NA,NA
"821",NA,".",NA,NA,485,"MSTRG.213","t40","up",NA,NA
"822",NA,".",NA,NA,8154,"MSTRG.2823","t40","up",NA,NA
"823",NA,".",NA,NA,16924,"MSTRG.5771","t40","up",NA,NA
"824",NA,".",NA,NA,66429,"MSTRG.22634","t40","up",NA,NA
"825",NA,".",NA,NA,68728,"MSTRG.23444","t40","up",NA,NA
"826",NA,".",NA,NA,35399,"MSTRG.12011","t40","up",NA,NA
"827",NA,".",NA,NA,113090,"MSTRG.38259","t40","up",NA,NA
"828",NA,".",NA,NA,102327,"MSTRG.34708","t40","up",NA,NA
"829",NA,".",NA,NA,74482,"MSTRG.25145","t40","up",NA,NA
"830",NA,".",NA,NA,3715,"MSTRG.1167","t40","up",NA,NA
"831",NA,".",NA,NA,32085,"MSTRG.11007","t40","up",NA,NA
"832",NA,".",NA,NA,5683,"MSTRG.1962","t40","up",NA,NA
